N_valid,dataset_id,delta_mean_over_oz_vs_nvp,delta_mean_policy45_regret_vs_nvp,margin_bin_regret,mean_admitted_candidate_count,mean_candidate_value_cross_entropy,mean_kendall_tau_b,mean_mean_admitted_candidate_length,mean_mean_over_oz,mean_oracle_rank,mean_oracle_top1_hit,mean_oracle_top5_hit,mean_policy45_regret_bytes,mean_score_length_pearson,mean_spearman,mean_top10_pairwise_inversions,mean_top5_pairwise_inversions,median_admitted_candidate_count,median_candidate_value_cross_entropy,median_kendall_tau_b,median_mean_admitted_candidate_length,median_mean_over_oz,median_oracle_rank,median_oracle_top1_hit,median_oracle_top5_hit,median_policy45_regret_bytes,median_score_length_pearson,median_spearman,median_top10_pairwise_inversions,median_top5_pairwise_inversions,method,policy_cases,selected_length_regret,spearman_ce_vs_mean_over_oz,spearman_ce_vs_oracle_rank,spearman_ce_vs_policy45_regret,split
441,llvm-stress-v0,0.0,0.0,"{'small': 1.2456140350877194, 'large': 5.404040404040404}",3.1927437641723357,2.281333500653375,0.5240098382375737,15.691232048374905,-0.05184451908636349,2.056689342403628,0.6666666666666666,0.9160997732426304,2.179138321995465,0.3102309337288821,0.6528130007683892,7.195011337868481,1.5736961451247165,3.0,2.2429337705161467,0.5274320191226832,15.666666666666666,0.0,1.0,1.0,1.0,0.0,0.31025488904765136,0.6593666737682702,6.0,1.0,NVP,"{'oracle_admitted_zero_regret': 342, 'oracle_not_admitted_top10': 86, 'oracle_admitted_nonzero_regret': 12, 'oracle_not_admitted_beyond_top10': 1}","{'11': 0.0, '17': 0.0, '18': 2.1890660592255125}",-0.0964949596154851,0.14858827801815733,0.13692930189389896,validation
96,opencv-v0,-0.0003412935779361914,4.354166666666664,"{'small': 10.12962962962963, 'large': 84.5}",4.239583333333333,3.62591547815218,0.15315976357481972,12.661458333333334,0.05182270452881161,10.989583333333334,0.4270833333333333,0.5833333333333334,42.666666666666664,0.15957264349667083,0.20181150760673827,9.09375,1.6041666666666667,4.0,3.91539030002939,0.14919864015257528,13.0,0.004235044997353097,3.0,0.0,1.0,0.0,0.19774752644773952,0.1940327975475472,8.0,0.0,AnchoredMambaNVP,"{'oracle_not_admitted_beyond_top10': 32, 'oracle_admitted_zero_regret': 49, 'oracle_not_admitted_top10': 12, 'oracle_admitted_nonzero_regret': 3}","{'4': 0.0, '8': 48.5, '10': 24.62162162162162, '11': 44.0, '12': 27.105263157894736, '13': 3.2, '15': 25.0, '16': 12.5, '17': 52.72727272727273, '18': 127.57142857142857}",-0.35771424436540794,0.22392359187244582,0.06085599651861235,validation
96,opencv-v0,-0.0003477715822611388,4.447916666666664,"{'small': 10.12962962962963, 'large': 84.71428571428571}",4.25,3.6259992951630005,0.15263073604281893,12.673784722222221,0.05181622652448666,11.0625,0.4166666666666667,0.5625,42.760416666666664,0.16420237955843267,0.20131462413245763,9.239583333333334,1.7083333333333333,4.0,3.9154922365771228,0.14946436680391642,12.875,0.004235044997353097,3.0,0.0,1.0,0.0,0.196138375282716,0.19491436282174884,8.0,0.0,DirectMambaNVP,"{'oracle_not_admitted_beyond_top10': 31, 'oracle_admitted_zero_regret': 50, 'oracle_not_admitted_top10': 13, 'oracle_admitted_nonzero_regret': 2}","{'4': 0.0, '8': 53.25, '10': 23.026315789473685, '11': 44.0, '12': 27.38888888888889, '13': 3.2, '15': 25.0, '16': 12.5, '17': 52.72727272727273, '18': 131.0}",-0.3571162872667042,0.21541953561241958,0.06726233744920078,validation
96,opencv-v0,0.0011746092592333363,-2.7291666666666643,"{'small': 10.462962962962964, 'large': 67.88095238095238}",4.1875,3.7611726258356266,0.15256688875105176,12.663541666666667,0.05333860736598114,10.041666666666666,0.46875,0.5625,35.583333333333336,0.1934406859916212,0.2018396628984379,9.489583333333334,1.7708333333333333,4.0,3.916882605844002,0.17831421037626466,12.875,0.00520524683973729,2.0,0.0,1.0,0.0,0.21445804067198548,0.23538618827836544,9.0,0.0,Mamba,"{'oracle_not_admitted_beyond_top10': 31, 'oracle_admitted_zero_regret': 53, 'oracle_not_admitted_top10': 11, 'oracle_admitted_nonzero_regret': 1}","{'4': 12.5, '7': 8.333333333333334, '8': 0.0, '10': 31.82, '11': 0.0, '12': 55.608695652173914, '13': 0.0, '14': 0.0, '15': 28.0, '17': 0.0, '18': 137.33333333333334}",-0.47996550034811303,0.23126780815121192,0.13117912632119857,validation
96,opencv-v0,0.0,0.0,"{'small': 10.314814814814815, 'large': 74.30952380952381}",4.1875,3.626526006024823,0.15139763531794692,12.900694444444445,0.0521639981067478,11.21875,0.3958333333333333,0.5833333333333334,38.3125,0.1687787836216927,0.2004235741414582,9.3125,1.71875,4.0,3.9147604566062992,0.1473425802667978,13.25,0.004235044997353097,3.0,0.0,1.0,0.0,0.19987605435989622,0.18944763534790937,9.0,0.0,NVP,"{'oracle_not_admitted_beyond_top10': 31, 'oracle_admitted_zero_regret': 50, 'oracle_not_admitted_top10': 13, 'oracle_admitted_nonzero_regret': 2}","{'4': 0.0, '8': 53.25, '10': 24.512820512820515, '11': 44.0, '12': 26.72222222222222, '13': 4.0, '15': 25.0, '16': 12.5, '17': 9.416666666666666, '18': 128.92857142857142}",-0.3531604143805211,0.22336212749768167,0.08664747780243147,validation
2994,poj104-v1,-0.0001191698652112938,0.06579826319305226,"{'small': 6.162790697674419, 'large': 14.282894736842104}",4.093520374081496,3.3774372438014484,0.5197726435554506,12.491215764863059,0.19218749649512445,3.141950567802271,0.5317301269205077,0.8657314629258517,13.58316633266533,0.12532872824108066,0.6655337463891553,11.394455577822312,2.6529726118904478,4.0,3.523016321928095,0.5284565911071408,12.0,0.18009595732727235,1.0,1.0,1.0,0.0,0.11863861379857672,0.6887837848964259,11.0,2.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 2440, 'oracle_not_admitted_beyond_top10': 201, 'oracle_admitted_nonzero_regret': 82, 'oracle_not_admitted_top10': 271}","{'8': 11.181993817619784, '11': 4.545454545454546, '13': 11.5, '14': 29.828205128205127, '15': 0.0}",-0.07395014129105928,0.3481514758910223,0.27727404886886053,validation
2994,poj104-v1,-6.561593488565998e-05,0.03340013360053362,"{'small': 6.162790697674419, 'large': 14.247441520467836}",4.093854375417502,3.377568830657206,0.5197516810886967,12.496526386105547,0.1922410504254501,3.141616566466266,0.530060120240481,0.8657314629258517,13.550768203072812,0.12607765693742934,0.6655877159560873,11.401803607214429,2.655978623914496,4.0,3.5237508299801164,0.5297243253926213,12.0,0.18009595732727235,1.0,1.0,1.0,0.0,0.11926472358686036,0.6890681198342021,11.0,2.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 2443, 'oracle_not_admitted_beyond_top10': 201, 'oracle_admitted_nonzero_regret': 83, 'oracle_not_admitted_top10': 267}","{'8': 11.021442495126706, '11': 3.8461538461538463, '13': 11.5, '14': 29.76829268292683, '15': 0.0}",-0.07358846069385809,0.3501236576957801,0.2763019295237236,validation
2994,poj104-v1,0.0003847823394154126,-0.5477621910487649,"{'small': 5.313953488372093, 'large': 13.691520467836257}",4.122244488977956,3.3986222335256575,0.5023949154416105,12.488426853707416,0.19269144869975116,3.2655310621242486,0.5133600534402137,0.8600534402137608,12.969605878423513,0.13034057083500916,0.6482657509717429,11.565798263193052,2.6840347361389445,4.0,3.540812987711112,0.5130784375340347,12.0,0.180028129395218,1.0,1.0,1.0,0.0,0.1251223009595379,0.6728654268367076,11.0,2.0,Mamba,"{'oracle_admitted_zero_regret': 2446, 'oracle_not_admitted_beyond_top10': 220, 'oracle_not_admitted_top10': 268, 'oracle_admitted_nonzero_regret': 60}","{'4': 0.0, '8': 10.82539013074652, '9': 4.0, '11': 16.4, '12': 4.0, '13': 14.0, '14': 19.128352490421456, '15': 4.0, '16': 183.8181818181818, '17': 18.0, '18': 28.75}",-0.07785329293799831,0.34105196916962627,0.3090403656803715,validation
2994,poj104-v1,0.0,0.0,"{'small': 6.131782945736434, 'large': 14.213815789473685}",4.090514362057449,3.3777647307428897,0.5190529956639124,12.492128701848142,0.19230666636033575,3.135270541082164,0.5290581162324649,0.8670674682698731,13.517368069472278,0.1271496582863357,0.6646220384860767,11.391449565798263,2.658984635938544,4.0,3.5226727942219482,0.5282741059404017,12.0,0.18020653308987428,1.0,1.0,1.0,0.0,0.12047944675984645,0.687465191217154,11.0,2.0,NVP,"{'oracle_admitted_zero_regret': 2444, 'oracle_not_admitted_beyond_top10': 199, 'oracle_admitted_nonzero_regret': 81, 'oracle_not_admitted_top10': 270}","{'8': 10.993343774471418, '11': 2.9411764705882355, '13': 18.25, '14': 29.497596153846153, '15': 0.0}",-0.07143566157172408,0.344268206217066,0.2716553865810448,validation
267,tensorflow-v0,-2.648438855853627e-05,1.1647940074906415,"{'small': 31.258503401360546, 'large': 38.38333333333333}",4.53932584269663,3.804754453676095,0.16100628972313483,11.877162475477084,0.030631635881921516,8.074906367041198,0.45318352059925093,0.6966292134831461,34.46067415730337,0.1018521243773502,0.20846233203265901,7.704119850187266,1.7415730337078652,5.0,3.925722545096378,0.15900685893434324,12.0,0.0043895747599451305,2.0,0.0,1.0,0.0,0.10822836642246211,0.20961439851850952,6.0,1.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 173, 'oracle_admitted_nonzero_regret': 6, 'oracle_not_admitted_beyond_top10': 60, 'oracle_not_admitted_top10': 28}","{'4': 0.0, '7': 4.0, '8': 46.17857142857143, '10': 17.166666666666668, '11': 1.25, '12': 69.6923076923077, '13': 15.545454545454545, '14': 13.0, '15': 0.5, '16': 8.0, '17': 68.0, '18': 8.75}",-0.27357941735533164,0.007420422122478996,-0.056323425588378245,validation
267,tensorflow-v0,-3.093264483767719e-05,1.2322097378277164,"{'small': 31.258503401360546, 'large': 38.53333333333333}",4.50936329588015,3.8048603360227973,0.16019848575272808,11.905600142678795,0.030627187625642375,8.153558052434457,0.45318352059925093,0.6928838951310862,34.52808988764045,0.10587029708332558,0.20741022097984363,7.764044943820225,1.749063670411985,4.0,3.925533107662424,0.16314552425055423,12.0,0.0043895747599451305,2.0,0.0,1.0,0.0,0.12382195354065281,0.21511817654470816,6.0,1.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 174, 'oracle_admitted_nonzero_regret': 4, 'oracle_not_admitted_beyond_top10': 59, 'oracle_not_admitted_top10': 30}","{'4': 0.0, '7': 4.0, '8': 50.75, '10': 16.99099099099099, '11': 1.0, '12': 70.65625, '13': 12.4, '15': 0.5, '16': 16.0, '17': 70.23076923076923, '18': 11.333333333333334}",-0.2701973227292207,0.009231761429408607,-0.04737941315000487,validation
267,tensorflow-v0,0.0010782690237417375,-4.726591760299623,"{'small': 24.25170068027211, 'large': 33.858333333333334}",4.239700374531835,3.877932750494254,0.16978420956827317,12.459488139825218,0.03173638929422179,7.640449438202247,0.41947565543071164,0.7265917602996255,28.56928838951311,0.169272585509814,0.2191167100078763,8.352059925093632,1.8764044943820224,4.0,3.927485858497133,0.18987924561327071,12.75,0.00370919881305638,2.0,0.0,1.0,0.0,0.1526068502533456,0.25129915200494224,6.0,1.0,Mamba,"{'oracle_admitted_zero_regret': 182, 'oracle_admitted_nonzero_regret': 9, 'oracle_not_admitted_beyond_top10': 56, 'oracle_not_admitted_top10': 20}","{'4': 0.0, '7': 0.0, '8': 101.15789473684211, '9': 64.0, '10': 16.93220338983051, '11': 4.0, '12': 33.84848484848485, '13': 9.083333333333334, '14': 0.0, '15': 42.285714285714285, '16': 2.857142857142857, '17': 105.4, '18': 47.57142857142857}",-0.3573152179600789,0.1483134990974046,0.13995753854876375,validation
267,tensorflow-v0,0.0,0.0,"{'small': 31.346938775510203, 'large': 35.68333333333333}",4.49063670411985,3.804764141776063,0.1617721102303898,11.925209559479223,0.030658120270480052,8.228464419475655,0.45692883895131087,0.6966292134831461,33.29588014981273,0.11005176326184914,0.20941433812553284,7.850187265917603,1.7752808988764044,4.0,3.9257924384200327,0.1650586328744095,12.0,0.0043895747599451305,2.0,0.0,1.0,0.0,0.12679916751595396,0.21737051972520519,6.0,1.0,NVP,"{'oracle_admitted_zero_regret': 176, 'oracle_not_admitted_beyond_top10': 61, 'oracle_not_admitted_top10': 27, 'oracle_admitted_nonzero_regret': 3}","{'4': 0.0, '7': 4.0, '8': 38.51851851851852, '10': 13.385321100917432, '11': 1.0, '12': 72.31428571428572, '13': 11.5, '14': 41.0, '15': 1.0, '16': 8.0, '17': 63.6, '18': 7.777777777777778}",-0.2867375795398442,0.01904826677118027,-0.038539327578668486,validation
